ActionName	UserName	GroupName	Help	Type	FileName	ArgIn	ArgOut
HelpIndex	Справка...	Справка	Показать окно помощи Справка		D:\vt5\vt5\debug\shell.exe			
DumpMemory	Dump Memory	File	Dump memory Dump Memory		D:\vt5\vt5\debug\shell.exe	Flags:string		
FileSendView	Отправить вид окна...	Файл	Отправить текущий вид окна документа по E-Mail Отправить вид окна		D:\vt5\vt5\debug\shell.exe			
FileSaveView	Сохранить вид окна...	Файл	Сохранить текущий вид окна документа в файл Сохранить вид окна		D:\vt5\vt5\debug\shell.exe			
FileSendEMail	Отправить по E-Mail...	Файл	Отправить текущий документ по e-mail Отправить по E-Mail		D:\vt5\vt5\debug\shell.exe			
FileClose	Закрыть документ	Файл	Закрыть активный документ Закрыть документ		D:\vt5\vt5\debug\shell.exe	DocumentTitle:string		
FileSaveAs	Сохранить как...	Файл	Сохранить документ с новым именем Сохранить как		D:\vt5\vt5\debug\shell.exe			
FileSave	Сохранить	Файл	Сохранить Сохранить		D:\vt5\vt5\debug\shell.exe	FileName:string; DocumentTitle:string		
AppExit	Выход	Файл	Закрыть приложение Выход		D:\vt5\vt5\debug\shell.exe			
FileOpen	Открыть...	Файл	Открыть файл Открыть		D:\vt5\vt5\debug\shell.exe	FileName:string; Template:string		
FileNew	Новый документ	Файл	Создать новый документ Новый документ		D:\vt5\vt5\debug\shell.exe	Template:string; DialogMode:int=-1	NewDocName:string	
FileCloseAll	Закрыть все документы	Файл	Закрыть все документы Закрыть все документы		D:\vt5\vt5\debug\shell.exe			
FourierMode	Режим FFT	FFT	Начало и завершение режима быстрого преобразования Фурье Режим FFT		D:\vt5\vt5\debug\comps\fft.dll			
Fourier	Прямое преобразование Фурье	FFT	Провести прямое преобразование Фурье на активном изображении Прямое преобразование Фурье	 (filter)	D:\vt5\vt5\debug\comps\fft.dll	Source:Image	FFT Image:Image	
FourierBack	Обратное преобразование Фурье	FFT	Провести обратное преобразование Фурье на активном изображении Обратное преобразование Фурье	 (filter)	D:\vt5\vt5\debug\comps\fft.dll	FFT:Image	RestoredFFT:Image	
FourierRemove	Удалить области спектра	FFT	Удалить области со спектра Фурье Удалить области спектра	 (filter)	D:\vt5\vt5\debug\comps\fft.dll	Inside:bool=1; SelectedArea:Image	ResImage:Image	
FourierHilight	Выделить области спектра	FFT	Выделить области со спектра  Фурье Выделить области спектра	 (filter)	D:\vt5\vt5\debug\comps\fft.dll	Inside:bool=1; SelectedArea:Image	ResImage:Image	
SearchIdioByText	Найти идиограмму	Карио	Найти идиограмму по тексту комментария Найти идиограмму		D:\vt5\vt5\debug\comps\IdioDBase.dll			
AddToIdioDB	Послать в базу идиограмм	Карио	Послать выделенную идиограмму в базу идиограмм Послать в базу идиограмм		D:\vt5\vt5\debug\comps\IdioDBase.dll	FileName:string; DBFileName:string		
ShowIdioDBView	База идиограмм	Вид	Показать базу идиограмм База идиограмм		D:\vt5\vt5\debug\comps\IdioDBase.dll			
CalcPartResult	CalcPartResult	Measurement	CalcPartResult CalcPartResult		D:\vt5\vt5\debug\comps\SpermParams.dll	ObjectList:string; BaseParamKey:int=KEY_PARTICLES_NFRAMES; ExcludeKeys:int=1		
BatchInput	Захват последовательности	Ввод	Захват серии изображений Захват последовательности		D:\vt5\vt5\debug\comps\BatchInput.dll			
Scissors	Ножницы	Карио	Разделение хромосом. Рисовать при нажатой левой кнопке мыши, отпустить кнопку - завершение. Separate objects	 (interactive)	D:\vt5\vt5\debug\comps\CutArea.dll			
ImposingDivision	Разделение наложений	Карио	Обведите контур хромосомы при нажатой левой кнопке мыши, по завершении отпустите кнопку Разделение наложений	 (interactive)	D:\vt5\vt5\debug\comps\CutArea.dll			
MakeObjectsNonVirtual	MakeObjectsNonVirtual	Edit	MakeObjectsNonVirtual MakeObjectsNonVirtual		D:\vt5\vt5\debug\comps\objects.dll			
ResizeBin	ResizeBin	Binary	ResizeBin ResizeBin	 (filter)	D:\vt5\vt5\debug\comps\FiltersMain.dll	cx:int=640; cy:int=480; BinImage:Binary	BinResult:Binary	
CutDocBySel	Обрезать данные в документе по рамке	Изображение	Обрезать данные в документе по рамке Обрезать данные в документе по рамке		D:\vt5\vt5\debug\comps\FiltersMain.dll			
ClassesArrange	Упорядочить классы	Classification	Упорядочить классы		D:\vt5\vt5\debug\comps\Apportionment.dll	ClassList:Class List		
ShowApportionment	Показать распределение	Вид	Показать распределение		D:\vt5\vt5\debug\comps\Apportionment.dll			
AviSignature	AviSignature	AVI	AviSignature		D:\vt5\vt5\debug\comps\AviBase.dll			
ShowAviGallery	Показать галерею AVI	AVI	Показать галерею AVI		D:\vt5\vt5\debug\comps\AviBase.dll			
AviStop	Стоп	AVI	Стоп		D:\vt5\vt5\debug\comps\AviBase.dll			
AviPlay	Показать AVI файл	AVI	Показать AVI файл	 (interactive)	D:\vt5\vt5\debug\comps\AviBase.dll			
AviMoveTo	Перейти	AVI	Перейти		D:\vt5\vt5\debug\comps\AviBase.dll	FrameNum:int=1		
AviMovePrev	Предыдущий	AVI	Показать предыдущий кадр		D:\vt5\vt5\debug\comps\AviBase.dll			
AviMoveLast	Последний	AVI	Показать последний кадр		D:\vt5\vt5\debug\comps\AviBase.dll			
AviMoveNext	Следующий	AVI	Показать следующий кадр		D:\vt5\vt5\debug\comps\AviBase.dll			
AviMoveFirst	Первый	AVI	Показать первый кадр		D:\vt5\vt5\debug\comps\AviBase.dll			
InsertAviObject	Добавить AVI-объект	AVI	Добавление AVI-объекта		D:\vt5\vt5\debug\comps\AviBase.dll	AviFileName:string; LinkToFile:int=1		
ResegmentCells	ResegmentCells	Blood	ResegmentCells	 (filter)	D:\vt5\vt5\debug\comps\Blood.dll	SeedThreshold:double=0.0; Threshold:double=0.3; MaxDilate:double=10; Cells:Object List	Resegmented:Object List	
FindCircles	FindCircles	Blood	FindCircles	 (filter)	D:\vt5\vt5\debug\comps\Blood.dll	Radius:int=25; Points:int=16; Img:Image	FindCircles:Image	
CutFrame	CutFrame	Blood	CutFrame		D:\vt5\vt5\debug\comps\Blood.dll	Frame:Image; ObjectList:Object List		
SplitCircles	SplitCircles	Blood	SplitCircles	 (filter)	D:\vt5\vt5\debug\comps\Blood.dll	Objects:Object List	SplitCircles:Object List	
LearnLinkAAM	LearnLinkAAM	Blood	LearnLinkAAM		D:\vt5\vt5\debug\comps\Blood.dll	ClassifyInfo:string		
LearnAAM	LearnAAM	Blood	LearnAAM	 (filter)	D:\vt5\vt5\debug\comps\Blood.dll	ClassifyInfo:string; ObjectList:Object List		
ClassifyAAM	ClassifyAAM	Blood	ClassifyAAM	 (filter)	D:\vt5\vt5\debug\comps\Blood.dll	ClassifyInfo:string; ObjectList:Object List		
Cell2Bin	Cell2Bin	Blood	Cell to Binary	 (filter)	D:\vt5\vt5\debug\comps\Blood.dll	Img:Image	Cell2Bin:Object List; Binary:Binary	
BubbleSelect	BubbleSelect	Blood	Bubble Select	 (filter)	D:\vt5\vt5\debug\comps\Blood.dll	BinSrc:Binary; x0:int=0; y0:int=0	BubbleSelect:Binary	
FindCells	FindCells	Blood	Find Cells		D:\vt5\vt5\debug\comps\Blood.dll	Img:Image	Binary:Binary; FindCells:Object List; TestOnly:int	
ExportBrightness	ExportBrightness	Export	ExportBrightness		D:\vt5\vt5\debug\comps\brex.dll			
ErectOneChromOnOff	Выпрямить хромосому	Карио	Выпрямить хромосому или убрать выпрямление - левая кнопка мыши	 (interactive)	D:\vt5\vt5\debug\comps\Chromaam.dll	NewState:int=-1; NonInteractive:int=0		
ErectChromOn	Выпрямить хромосомы	Карио	Выпрямить хромосомы		D:\vt5\vt5\debug\comps\Chromaam.dll	ImageList:Object List		
FillHoles	FillHoles	Chromos	FillHoles	 (filter)	D:\vt5\vt5\debug\comps\Chromaam.dll	MaxHoleSize:int=1000; Source:Object List	FillHoles:Object List	
AverageObjects	Усреднить хромосомы	Chromos	Усреднение хромосом	 (filter)	D:\vt5\vt5\debug\comps\Chromaam.dll	AutoScaleX:int=0; AutoScaleY:int=1; Source0:Object List; Source1:Object List; Source2:Object List; Source3:Object List; Source4:Object List; Source5:Object List; Source6:Object List; Source7:Object List; Source8:Object List; Source9:Object List; Source10:Object List; Source11:Object List; Source12:Object List; Source13:Object List; Source14:Object List; Source15:Object List; Source16:Object List; Source17:Object List; Source18:Object List; Source19:Object List	Averaged:Object List	
ErectChrom	Выпрямить хромосомы	Карио	Выпрямить хромосомы		D:\vt5\vt5\debug\comps\Chromaam.dll	Source:Object List	Erected:Object List	
GlueObj	Отменить разделение	Разделение	Отменить произведенное разделение объектов: укажите место разделения левой кнопкой мыши	 (interactive)	D:\vt5\vt5\debug\comps\Chromaam.dll	Img:Image; MeasObjects:Object List	MeasObjectsRes:Object List	
AutoDiv	Авт. разделение	Разделение	Автоматическое разделение объектов	 (filter)	D:\vt5\vt5\debug\comps\Chromaam.dll	Source:Object List	AutoDiv:Object List	
CrossAutoDiv	Автораздел. крестов	Разделение	Укажите центр пересечения объектов левой кнопкой мыши	 (interactive)	D:\vt5\vt5\debug\comps\Chromaam.dll	MeasObjects:Object List	MeasObjectsRes:Object List	
CrossManualDiv	Раздел. крестов по точкам	Разделение	Укажите область пересечения объектов 4-мя точками 	 (interactive)	D:\vt5\vt5\debug\comps\Chromaam.dll	Img:Image; MeasObjects:Object List	MeasObjectsRes:Object List	
AutoAdjustBin	Коррекция масок	Выделение объектов	Корректировать маски объектов	 (filter)	D:\vt5\vt5\debug\comps\Chromaam.dll	MaskSize:int=10; Img:Image; Binary:Binary	Adjusted:Binary	
BoundDistance	BoundDistance	Chromos	BoundDistance	 (filter)	D:\vt5\vt5\debug\comps\Chromaam.dll	Binary:Binary	BoundDistance:Image	
StrangeAverage	StrangeAverage	Chromos	StrangeAverage	 (filter)	D:\vt5\vt5\debug\comps\Chromaam.dll	MaskSize:int=10; Img:Image; Binary:Binary	StrangeAverage:Image	
SegmBin	Авт. выд-е по маскам	Выделение объектов	Автоматическое выделение объектов по маскам	 (filter)	D:\vt5\vt5\debug\comps\Chromaam.dll	SquareSize:int=64; ThresholdRatio:double=0.5; Img:Image; Binary:Binary	Refined:Binary	
SegmSource	Авт. выделение	Выделение объектов	Автоматическое выделение объектов по яркости	 (filter)	D:\vt5\vt5\debug\comps\Chromaam.dll	InvertRatio:int=0; PaneNum:int=0; Img:Image	Binary:Binary	
SelectByAxis	Правка построений	Карио	Корректировка центральной линии (левая кнопка - задать точку, правая - завершить) и центромеры (левая кнопка+Shift), Esc - выход.	 (interactive)	D:\vt5\vt5\debug\comps\Chromaam.dll	AddToSource:int=0; Img:Image	Result:Image	
CompareObjectsList	Сравнить списки объектов	Классификация	Сравнить списки объектов		D:\vt5\vt5\debug\comps\ChromExtrn.dll	Silent:int; Mode:int		
GetObjectDescription	Информация	ClassBase	Информация		D:\vt5\vt5\debug\comps\ClassBase.dll	ObjectListName:string; Class:int=0		
TrainClassifier	TrainClassifier	ClassBase	TrainClassifier		D:\vt5\vt5\debug\comps\ClassBase.dll	ClassFile:string		
ClassifyObjectList	ClassifyObjectList	ClassBase	ClassifyObjectList		D:\vt5\vt5\debug\comps\ClassBase.dll	ClassFile:string; ObjectName:string; PrevClassFile:string; PrevClasses:string		
SetClass	Назначить класс	Правка	Назначить класс для выбранного объекта		D:\vt5\vt5\debug\comps\ClassBase.dll	Class:int=-1; ClassFile:string; Deselect:int=0		
AddAllObjectsToTeach	Добавить все объекты для обучения	Классификация	Добавить все объекты на активном изображении в обучающую базу		D:\vt5\vt5\debug\comps\Classify.dll			
AddObjectToTeach	Добавить объект для обучения	Классификация	Добавить объект в обучающую базу - левая кнопка мыши	 (interactive)	D:\vt5\vt5\debug\comps\Classify.dll			
EmptyClassifier	Очистить обучающую базу	Классификация	Очистка обучающей базы классификатора		D:\vt5\vt5\debug\comps\Classify.dll			
TeachClassifier	Обучить классификатор	Классификация	Обучение классификатора по обучающей базе		D:\vt5\vt5\debug\comps\Classify.dll	ShowMessage:int		
ManualClassifyObjects	Ручная классификация	Классификация	Ручная классификация объектов. Укажите класс выбранного объекта	 (interactive)	D:\vt5\vt5\debug\comps\Classify.dll			
ClassifyObjects	Классифицировать объекты	Классификация	Автоматическая классификация всех объектов на активном изображении		D:\vt5\vt5\debug\comps\Classify.dll			
CopyImageToObjects	Обновить список объектов	Преобразования	Обновить список объектов с изображения	 (filter)	D:\vt5\vt5\debug\comps\Classify.dll	Img:Image; ObjOld:Object List	Obj:Object List	
EqualizeAllObj	Контраст хромосом	Преобразования	Контрастирование всех хромосом		D:\vt5\vt5\debug\comps\Classify.dll	Name:string		
UnEqualizeObj	Отменить контраст	Преобразования	Отменить контрастирование выбранной хромосомы - левая кнопка мыши, выход - Esc.	 (interactive)	D:\vt5\vt5\debug\comps\Classify.dll			
EqualizeObj	Контраст хромосомы	Преобразования	Контрастирование указанной хромосомы - левая кнопка мыши	 (interactive)	D:\vt5\vt5\debug\comps\Classify.dll			
Freeze	Заморозка окна	For Developers	Заморозить окно программы		D:\vt5\vt5\debug\comps\Freeze.dll	WantToFreeze:int=1		
InsertIdio	Вставить идиограмму	Карио	Вставить выбранную идиограмму из базы идиограмм		D:\vt5\vt5\debug\comps\idio.dll			
BinMorphDivision	Разделение бинарного	Binary	Разделение бинарного изображение	 (filter)	D:\vt5\vt5\debug\comps\image.dll	BinImage:Binary	BinMorphDivision:Binary	
BinDeleteSmallObjects	BinDeleteSmallObjects	Binary	BinDeleteSmallObjects	 (filter)	D:\vt5\vt5\debug\comps\image.dll	MinSize:int=5; MinSize2:int=-1; FormThreshold:double=0.3; FillValue:int=0; BinSource:Binary; Flags:int=0	BinResult:Binary	
BinReconstructBack	BinReconstructBack	Binary	BinReconstructBack	 (filter)	D:\vt5\vt5\debug\comps\image.dll	BinSource:Binary; BinSeed:Binary	BinReconstructed:Binary	
BinReconstructFore	BinReconstructFore	Binary	BinReconstructFore	 (filter)	D:\vt5\vt5\debug\comps\image.dll	BinSource:Binary; BinSeed:Binary	BinReconstructed:Binary	
BinDilateObjects	Дилатация бинарного без слияния объектов	Binary	Дилатация бинарного без слияния объектов	 (filter)	D:\vt5\vt5\debug\comps\image.dll	DilateCount:int=0; BinImage:Binary	BinResult:Binary	
BinSmooth	Сглаживание бинарного	Filters	Сглаживание бинарного изображения	 (filter)	D:\vt5\vt5\debug\comps\image.dll	MaskSize:int=9; Level:int=3; BinImage:Binary	BinSmooth:Binary	
BinCustomLogic	BinCustomLogic	Binary	BinCustomLogic	 (filter)	D:\vt5\vt5\debug\comps\image.dll	Combinations:int=11; BinSource1:Binary; BinSource2:Binary	CustomLogic:Binary	
BinXor	Объединение масок без пересечения	Маски объектов	Объединение масок без пересечения	 (filter)	D:\vt5\vt5\debug\comps\image.dll	BinSource1:Binary; BinSource2:Binary	BinXor:Binary	
BinAnd	Пересечение масок	Маски объектов	Пересечение масок	 (filter)	D:\vt5\vt5\debug\comps\image.dll	BinSource1:Binary; BinSource2:Binary	BinAnd:Binary	
BinOr	Объединение масок	Маски объектов	Объединение масок	 (filter)	D:\vt5\vt5\debug\comps\image.dll	BinSource1:Binary; BinSource2:Binary	BinOr:Binary	
BinNot	Инвертировать маски	Маски объектов	Инвертировать маски объектов	 (filter)	D:\vt5\vt5\debug\comps\image.dll	BinSource1:Binary	BinNot:Binary	
BinClose	Закрытие бинарного	Binary	Закрытие бинарного изображения	 (filter)	D:\vt5\vt5\debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinErode:Binary	
BinOpen	Открытие бинарного	Binary	Открытие бинарного изображения	 (filter)	D:\vt5\vt5\debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinErode:Binary	
BinDilate	Дилатация бинарного	Binary	Дилатация бинарного изображения	 (filter)	D:\vt5\vt5\debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinDilate:Binary	
BinErode	Эрозия бинарного	Binary	Эрозия бинарного изображения	 (filter)	D:\vt5\vt5\debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinErode:Binary	
BinMedian	Медиана бинарного	Binary	Медиана бинарного изображения	 (filter)	D:\vt5\vt5\debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinMedian:Binary	
ImageSubEx	Вычитание изображений	Преобразования	Вычитание изображений	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageMul	Умножение изображений	Преобразования	Умножение изображений	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	mul:double=1; img1:Image; img2:Image	result:Image	
ImageDiv	Деление изображений	Преобразования	Деление изображений	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	mul:double=1; img1:Image; img2:Image	result:Image	
ImageSubLight	Вычитание фона	Преобразования	Устранение неровностей фона на изображении	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageDiff	Разность изображений	Преобразования	Разность изображений	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageSub	Вычитание изображений	Преобразования	Вычитание изображений	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageAdd	Сложение изображений	Преобразования	Сложение изображений	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageCombine	Комбинировать изображения	Filters	Комбинировать два изображения	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	ShowInterface:int=1; A:double=1; B:double=0; C:double=0; img1:Image; img2:Image	result:Image	
ApplyLookup	Применить таблицу преобразования цветов к изображению	Internal Actions	Применить таблицу преобразования цветов к изображению	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	Result:Image	Img:Image	
AutoBC	Автоконтраст	Преобразования	Автоматическое контрастирование изображения	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters.dll	InputBlackLevel:int=0; InputWhiteLevel:int=0; OutputBlackLevel:int=0; OutputWhiteLevel:int=100; Img:Image	Result:Image	
DilateOnImage	DilateOnImage	Filters	DilateOnImage	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	Quantity:double=100.0; Tolerance:double=20.0; Image:Image; Seed:Binary	DilateOnImage:Binary	
Signature	Signature	Security	Signature	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	ImgSrc:Image	ImgResult:Image	
Watermark	Watermark	Security	Watermark	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	Mark:int=1; ImgSrc:Image; ImgMark:Image	ImgResult:Image	
TopHat	TopHat	Filters	TopHat	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	Mask:int=15; FindDark:int=1; Img:Image	TopHat:Image	
FindNuclei	FindNuclei	Filters	Find Nuclei	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	Img:Image	Result:Image	
AreaSeg	AreaSeg	Filters	Area Segmentation	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	smooth:int=4; k9:double=3; min_obj_size:double=1.0; bg_selection_method:int=3; bg_expand_method:int=2; bg_expand_level:double=0.1; Img:Image	Result:Binary	
ColorSeg	ColorSeg	Filters	Color Segmentation	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	preset:int=1; seg_colors:int=0; radius:int=5; n_min:int=400; n_min1:int=200; n_con:int=30; count_lim:int=5; Img:Image	Result:Binary	
EvenAAM	Выравнивание фона	Filters	Выравнивание фона	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	sqr_size:int=32; even_method:int=3; background_type:int=0; even_brightness:int=0; max_contrast:double=20; auto_contrast:int=0; Img:Image	Result:Image	
CloseByReconstructionAAM	Close By Reconstruction AAM	Filters	Close By Reconstruction AAM	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	Seed:Image; Img:Image	Result:Image	
OpenByReconstructionAAM	Open By Reconstruction AAM	Filters	Open By Reconstruction AAM	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	Seed:Image; Img:Image	Result:Image	
DoubleEdge	DoubleEdge thresholding	Filters	DoubleEdge thresholding	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	Tmin:int=30000; Tmax:int=50000; Img:Image	Result:Binary	
Variance	Вариации	Filters	Вариации	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	AddToSource:int=0; Img:Image	Result:Image	
Gradient	Градиент	Filters	Градиент	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	AddToSource:int=0; Img:Image	Result:Image	
MeanKNV	Сглаживание по размеру	Filters	Сглаживание по размеру	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	nMaskSize:int=20; nParam:int=100; Img:Image	Result:Image	
MeanEV	Сглаживание по яркости	Filters	Сглаживание по яркости	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	mask_size:int=20; nParam:int=10000; Img:Image	Result:Image	
AutoContrast	Автоконтраст	Filters	Автоконтраст	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	string_values1:string; string_values2:string; Img:Image	Result:Image	
ColorBalance	Цветовой баланс	Filters	Коррекция цвета изображения	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	string_valeus:string; Img:Image	Result:Image	
CloseByReconstruction	Close by Reconstruction	Filters	Close by reconstruction	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	mask_size:int=5; mask_type:int=1; color_epsilon:int=0; Img:Image	Result:Image	
OpenByReconstruction	Open by Reconstruction	Filters	Open by reconstruction	 (filter)	D:\vt5\vt5\debug\comps\ImageFilters2.dll	mask_size:int=5; mask_type:int=1; color_epsilon:int=0; Img:Image	Result:Image	
TeachNeuro	TeachNeuro	neuro	TeachNeuro		D:\vt5\vt5\debug\comps\neuro.dll	LearningInfo:string; ClassifyInfo:string		
ClassifyNeuro	ClassifyNeuro	neuro	ClassifyNeuro	 (filter)	D:\vt5\vt5\debug\comps\neuro.dll	ClassifyInfo:string; ObjectList:Object List		
UpdateOleObject	Обновить OLE объект	OLE объект	Обновить OLE объект		D:\vt5\vt5\debug\comps\OleClient.dll			
ShowOleObjectContent	О создании OLE объекта	OLE объект	Информация о создании OLE объекта		D:\vt5\vt5\debug\comps\OleClient.dll			
ShowOleObject	Показать OLE объект	OLE объект	Показать OLE объект		D:\vt5\vt5\debug\comps\OleClient.dll			
DeactivateOleObject	Сделать неактивным OLE объект	OLE объект	Сделать неактивным OLE объект		D:\vt5\vt5\debug\comps\OleClient.dll			
ActivateOleObject	Активизировать OLE объект	OLE объект	Активизировать OLE объект		D:\vt5\vt5\debug\comps\OleClient.dll			
InsertOleObjectFromClipboardToExist	Вставить OLE объект из буфера	OLE объект	Вставить OLE объект из буфера		D:\vt5\vt5\debug\comps\OleClient.dll			
InsertOleObjectFromClipboard	Вставить OLE объект из буфера в документ	OLE объект	Вставить OLE объект из буфера в документ		D:\vt5\vt5\debug\comps\OleClient.dll			
InsertOleObjectToExist	Вставить OLE объект	OLE объект	Вставить  OLE объект		D:\vt5\vt5\debug\comps\OleClient.dll	InputFileName:string		
InsertOleObject	Вставить OLE объект в документ	OLE объект	Вставить OLE объект в документ		D:\vt5\vt5\debug\comps\OleClient.dll	InputFileName:string		
TakeObjectsRects	TakeObjectsRects	Particles	TakeObjectsRects	 (filter)	D:\vt5\vt5\debug\comps\Particles.dll	cx:int=100; cy:int=100; Image:Image; Objects:Object List	ObjectsWithRects:Object List	
TailEdit	Редактирование хвоста	Particles	Редактирование хвоста (левая кнопка мыши) и средней части (Shift+лев. кнопка мыши)	 (interactive)	D:\vt5\vt5\debug\comps\Particles.dll			
SegmLines	SegmLines	Particles	SegmLines	 (filter)	D:\vt5\vt5\debug\comps\Particles.dll	Src:Image; SrcParticles:Object List; SrcStopZone:Image	ResParticles:Object List	
SegmObjects	SegmObjects	Particles	SegmObjects	 (filter)	D:\vt5\vt5\debug\comps\Particles.dll	Threshold:double=0.5; Dilate:int=5; Src:Object List	Res:Object List	
ParticlesAddFrame	ParticlesAddFrame	Particles	ParticlesAddFrame		D:\vt5\vt5\debug\comps\Particles.dll	Current:Object List	Total:Object List	
SpermSegm	SpermSegm	Particles	SpermSegm	 (filter)	D:\vt5\vt5\debug\comps\Particles.dll	BackTolerance:double=6; Img:Image; ForeMethod:int=-1	Binary:Binary	
SegmSmallObjects	SegmSmallObjects	Particles	SegmSmallObjects		D:\vt5\vt5\debug\comps\Particles.dll	Image:Image; Binary:Binary; MinArea:int=5; Border:int=0; MinCX:int=16; MinCY:int=16	Objects:Object List	
UnpackPhase	unpack phase	Phase analysis	unpack phase		D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	UnpackedName:string; PackedName:string; Phase:int		
PackPhase	pack phase	Phase analysis	pack phase		D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	PackedName:string; UnpackedName:string; Phase:string=-1		
UpdateWindow	UpdateWindow	For Developers	UpdateWindow		D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	Invalidate:int=0; UpdateChildren:int=0		
Sleep	sleep	For Developers	sleep		D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	TimeMsec:int=1000		
NewPhasePacked	Make new phase from background on single binary	Phase analysis	Make new phase from backgroundfrom background on single binary	 (filter)	D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	NewPhase:int=-1; BinImage:Binary	BinResult:Binary	
NewPhase	Сделать фон новой фазой	Фазовый анализ	Сделать фон новой фазой		D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	PhaseNumber:int=-1; Name:string		
SwitchPhase	Переключение фазы на активном фазовом изображении	Фазовый анализ	Переключение фазы на активном фазовом изображении		D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	Phase:int=-1		
GrayThresholdingPhase	Полутоновая бинаризация с получением фазы	Фазовый анализ	Полутоновая бинаризация с получением фазы	 (filter)	D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	Low:int=0; High:int=256; Phase:int=0; BinImage:Image	BinResult:Binary	
GrayThresholdingAllPhases	threshold all phases on image	Phase analysis	threshold all phases on image	 (filter)	D:\vt5\vt5\debug\comps\PhaseAnalysis.dll	Image:Image	BinResult:Binary	
SewManual	Ручная сшивка	Изображение	Движение-стрелки, Ctrl-ускорение	 (interactive)	D:\vt5\vt5\debug\comps\sew.dll			
SewAuto2	Auto Stitch	Image	Stitch selected images automatically	 (filter)	D:\vt5\vt5\debug\comps\sew.dll	Img0:Image; Img1:Image	Stitch Result:Image	
SewAutoVert	Автоматическая вертикальная сшивка	Изображение	Автоматическая сшивка пронумерованных  изображений сверху вниз	 (filter)	D:\vt5\vt5\debug\comps\sew.dll	Img0:Image; Img1:Image; Img2:Image; Img3:Image; Img4:Image; Img5:Image; Img6:Image; Img7:Image; Img8:Image; Img9:Image; Img10:Image; Img11:Image; Img12:Image; Img13:Image; Img14:Image; Img15:Image; Img16:Image; Img17:Image; Img18:Image; Img19:Image	Stitch Result:Image	
SewAuto	Автоматическая горизонтальная сшивка	Изображение	Автоматическая сшивка пронумерованных  изображений слева на право	 (filter)	D:\vt5\vt5\debug\comps\sew.dll	Img0:Image; Img1:Image; Img2:Image; Img3:Image; Img4:Image; Img5:Image; Img6:Image; Img7:Image; Img8:Image; Img9:Image; Img10:Image; Img11:Image; Img12:Image; Img13:Image; Img14:Image; Img15:Image; Img16:Image; Img17:Image; Img18:Image; Img19:Image	Stitch Result:Image	
StageUndoMove	undo move stage	Stage	undo move stage		D:\vt5\vt5\debug\comps\Stage.dll			
StageFocusInformation	focus information	Stage	focus information		D:\vt5\vt5\debug\comps\Stage.dll			
